Facility Name,Facility Address,Nitrogen Oxides,PM10,PM2.5,Volatile Organic Compounds
MASONIC CEMETERY - ASSOCIATION OF TRINID,13050 NEVADA AVE,0.69,0.19,0.161757,0.02
MATHESON,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
MC CULLOUGH,Unknown,0.00300072,0.0109273,0.00753981,0.00694663
MC ELROY,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
Mc Elroy Airfield,Unknown,0.1529507,0.24456911,0.19160469,0.31317272
MC KEE MEDICAL CENTER,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
MCATEE PAVING CO.,20525 / 20758 RIVERSIDE DR,5.1,9.69885,2.97596,5.2
MCGRAW HILL COMPANIES,7400 S ALTON CT,11.6,0.2,0.191176,0.2
MCHD,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
MCI COMM. SERVICES DBA VERIZON BUSINESS,335 INVERNESS DR S,13.16,0.28,0.2625,0.91
MCI TELECOMMUNICATIONS - AURORA,24055 E 6TH AVE,12.06,0.08,0.08,0.36
MCI TELECOMMUNICATIONS - COLO SP GARDEN,2424 GARDEN OF THE GODS RD,0.226883,0.012475,0.012475,0.013536
MCKEE MEDICAL CTR,2000 BOISE AVE,0.00456,0.000246,0.000206376,0.007752
Meadow Lake,Unknown,4.22491,8.77427,7.31475,14.09177
MEDICAL CENTER OF AURORA- NORTH CAMPUS,700 POTOMAC ST,1,0.03,0.03,0.053
MEDICAL CENTER OF THE ROCKIES,2500 ROCKY MOUNTAIN AVE,5.33902,0.253287,0.252922,0.241834
MEDICAL CENTER OF THE ROCKIES,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
Meeker,Unknown,0.3210822,0.51145605,0.40196584,0.65860186
MELBY RANCH AIRSTRIP,Unknown,0.0000325,0.00011835,8.16615E-05,0.000075237
MELON FIELD,Unknown,0.1331335,0.1959887,0.1559832,0.2898174
MEMORIAL HOSPITAL,Unknown,0.01189903,0.01219006,0.01064848,0.02556384
MEMORIAL NORTH,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
MERCY MEDICAL CTR,375 E PARK AVE,2.57109,0.055096,0.055096,0.051422
MERCY REGIONAL MEDICAL CENTER,1010 THREE SPRINGS BLVD,11.5119,0.6931,0.69007639,0.560504
MERCY REGIONAL MEDICAL CENTER,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
MERRION OIL & GAS - BLUE GRAVEL,NE SW SEC 36 T9N R91W,34.41,0.07,0.07,0.11
MERTENS,Unknown,0.0036634,0.0133404,0.00920488,0.00848071
MESA 1,Unknown,0.00301405,0.0109758,0.00757329,0.00697748
MESA COUNTY ORCHARD MESA LANDFILL,3071 HIGHWAY 50,4.28,6.33,3.73481,79.53
MESA ENERGY - STAKE SPRINGS BOOSTING,SESW SEC 29 T1S R98W,9.33,0.41,0.41,61.690233
MESA SANDSTONE - HINDMARSH SANDSTONE,NW SE SEC 23 T36N R15W,1.86,9.74007,3.463576,0.153
MESA VERDE,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
MESA VIEW RANCH,Unknown,0.00139897,0.001806021,0.001482414,0.003029272
MESAWOOD AIRPARK,Unknown,0.00280605,0.0102183,0.00705065,0.00649596
METAL CONTAINER CORP,1201 18TH AVE,28.393,4.0885,3.312178,245.766
METRO WASTEWATER RECLAMATION DIST/TRIGEN,6450 YORK ST,65.7838,3.6774,3.676959,17.2447
METROGRO FARM,Unknown,0.0000325,0.00011835,8.16615E-05,0.000075237
MEYER RANCH,Unknown,0.00339235,0.0123534,0.00852383,0.00785324
MICHIGAN RIVER RANCH,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
MID AMERICA PLATING INC,4877 NATIONAL WESTERN DR,1.05,0.0225,0.0225,0.021
MID-AMERICA PIPELINE CO DOLORES STA,14400 County Road 33,25.27,0.46,0.46,2.2
MID-AMERICA PIPELINE CO DOVE CR STA,5057 COUNTY ROAD C,28.22,0.46,0.46,2.46
MIDSTREAM ENERGY - SPELUNKER CS,SE NE SEC 20 T33S R43W,10,0.001,0.001,2.2
MIDWEST FARMS; LLC,"BLOCK 1, BURLINGTON INDUSTRIAL",4.29415,0.32631,0.32631,0.236082
MILE HI,Unknown,0.00306442,0.0111592,0.00769986,0.0070941
MILE HI METAL FOUNDRY,6001 WASHINGTON ST,0.60885,0.039616,0.037295,0.035869
MILLERCOORS; LLC - GOLDEN BREWERY,12TH ST AT FORD ST,8.17999,41.769999,36.710164,570.93
MINER'S MESA,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
MINERAL COUNTY MEMORIAL,Unknown,0.0686513,0.118414,0.0911593,0.1505508
MISSIONARY RIDGE,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
MKE - QUANTUM CORPORATION (WAS PERIPHERA,1450 INFINITE DR,0.359245,0.016,0.016,0.01132
MONROE EXCAVATING; INC. - MONROE PIT,N OF CR 162  (DEADMAN RD),0.33,2.3754,0.769235,0.03
MONTE VISTA DAIRY,30984 COUNTY ROAD 61,1.2,0.266688,0.260456,0.201428
Monte Vista Muni,Unknown,0.2266468,0.39330498,0.30373038,0.5050692
MONTEMADEIRA II,Unknown,0.0000325,0.00011835,8.16615E-05,0.000075237
MONTGOMERY & STEWARD FUNERAL DIRECTORS,1317 N MAIN ST,0.4476,0.9408,0.859638,0.252
MONTROSE BLM,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
MONTROSE CNTY - NUCLA BLM PIT,RD DD. 2 MILES SOUTH OF NUCLA,0.2275,34.46135,10.822012,0.245
MONTROSE FOREST PRODUCTS LLC,11925 6530 RD,6.70296,12.954091,4.061866,27.393303
MONTROSE MEMORIAL HOSPITAL,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
Montrose Regional,Unknown,16.09485491,1.534904451,1.289962762,5.407377237
MONTROSE VALLEY FUNERAL,4 MI S OF MONTROSE ON HWY 550,0.0267,0.05,0.042568,0.0765
MONUMENT,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
MONUMENT HELIBASE,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
MORNING FRESH FARMS INC,15121 COUNTY ROAD 32,8.1,49.59999,32.84055,27.8457
MORNING SHADOWS RANCH,Unknown,0.0000325,0.00011835,8.16615E-05,0.000075237
MORRIS,Unknown,0.00328412,0.0119593,0.00825189,0.0076027
MOUNT MORRISON,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
MOUNT PRINCETON,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
MOUNT SAN RAFAEL,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
MOUNT WERNER,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
MOUNTAIN BELL,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
MOUNTAIN BELL/DURANGO,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
MOUNTAIN COAL CO. LLC (WEST ELK MINE),SEC 16 T13S R90W,12.3633,78.577211,40.846191,1.79178
MOUNTAIN PARK ELECTRIC,321 W AGATE AVE,2.37,1.3,1.09778,0.08
MOUNTAIN PRAIRIE; LLC - COYOTE CROSSING,SEC 22 T24S R52W,0.63,0.02,0.02,0.17
MOUNTAIN VIEW RANCH,Unknown,0.00371118,0.0135144,0.00932493,0.00859131
MT. EVANS TROUT FISHING LLC,4121 CHICAGO CREEK RD,0.001068,0.001728,0.001471,0.00009
MULL DRILLING CO INC SORRENTO FIELD,NE NE NE SEC 5 T14S R49W,31,0.1183,0.0923,19.22086
MURPHY,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
NATIONAL BUSINESS CENTER,7301 W MANSFIELD AVE,1.04,0.01,0.01,0.02
NATIONAL FUEL CORP - HUNTERS CANYON,NE SW SEC 30 T8S R100W,22.068,0.3068,0.3068,7.554
NATIONAL FUEL CORP. - BAXTER FACILITY,SW NW SW SEC 3 T8S R104W,18.5,0.0809,0.0809,2.9
NATIONAL WILDLIFE RESEARCH CENTER,4101 LA PORTE AVE,0.0417,0.0693,0.058999,0.1193
NATURAL SODA; INC.,3200 COUNTY ROAD 31,20.593,21.154519,17.207458,0.350791
NCMC,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
NEPTUNE CREMATIONS OF COLORADO; INC,812 BASELINE PL UNIT 1,0.1068,0.1425,0.121318,0.009
NESTLE PURINA PETCARE COMPANY,4455 YORK ST,42.6457,30.833653,27.888374,1.663219
NEW BELGIUM BREWING COMPANY; INC.,500 LINDEN ST,5.911759,0.28709,0.19648712,3.699431
NOBLE ENERGY  - LOUSTALET 30-3,NENE SEC 30 T4N R64W,3.46,0.02,0.02,0.0345
NOBLE ENERGY - 415771381,SESE SEC 15 T7N R64W,2.56763,0.1,0.1,9.367767
NOBLE ENERGY - 415779520 - STATE 1-36,SENE SEC 36 T4N R69W,1.73,0.01,0.01,0.0345
NOBLE ENERGY - 415779663 - SHABLE 14-11,NENE SEC 14 T7N R64W,1.73,0.01,0.01,0.0345
NOBLE ENERGY - 415779675 - DILLARD 4-24,SENW SEC 4 T7N R64,1.73,0.01,0.01,0.0345
NOBLE ENERGY - 415779676 - DILLARD 4-44,SESE SEC 4 T7N R64W,1.73,0.01,0.01,0.0345
NOBLE ENERGY - 415779814,NENE SEC 36 T7N R65W,1.73,0.01,0.01,0.225808
NOBLE ENERGY - 415779879 - SHABLE 14-25,NWNW SEC 14 T7N R64W,1.73,0.01,0.01,0.0345
NOBLE ENERGY - 415779903 - API 24-24,SENW SEC 24 T4N R65W,1.73,0.01,0.01,0.0345
NOBLE ENERGY - BATTERY  415746343,NE SE SEC 23 T6N R63W,1.78329,0.07,0.07,4.990932
NOBLE ENERGY - BATTERY 415674745,SWSW SEC 3 T7N R64W,1.880848,0.07,0.07,2.88502
NOBLE ENERGY - BATTERY 415713687,SWNW SEC 26 T6N R63W,2.940327,0.07,0.07,5.118619
NOBLE ENERGY - BATTERY 415747592,SWSW SEC1 T7N R64W,1.313154,0.05,0.05,3.004164
NOBLE ENERGY - BATTERY 415779662,SESW SEC 20 T4N R68W,1.73,0.01,0.01,0.0345
NOBLE ENERGY - ENG 11739000,SE SE SEC 11 T5N R63W,1.78329,0.07,0.07,0.526882
NOBLE ENERGY - ENG-11828700,NENW SEC 23 T6N R63W,2.54376,0.1,0.1,0.756344
NOBLE ENERGY - GROVER C.S.,NWNW SEC 4 T10N R61W,44.95,1.19,1.19,44.585
NOBLE ENERGY - LILLI GAS PROC. PLANT,SWSW SEC 4 T8N R58W,57.44786,1.028402,1.028402,45.644475
NOBLE ENERGY - RULISON STATION,SEC 8 T7S R94W,38.8416,0.844,0.844,4.01364
NOBLE ENERGY - STATE LARSON C.S.,SE 1/4 NE 1/4 SEC 25 T6N R64W,15.5,0.0315,0.0315,0.198124
NOBLE ENERGY INC BATTERY 415668553,NWSW SEC25 T7N R63W,1.78,0.07,0.07,1.514003
NOBLE ENERGY INC. BATTERY 11370500,NW SW SEC 36 T6N R64W,6.895445,0.114,0.114,7.16252
NOBLE ENERGY INC. BATTERY 11602400,SENE4 SEC33 T2S R64W,1.78329,0.07,0.07,0.526882
NOBLE ENERGY INC. BATTERY 415688469,SWNE SEC11 T6N R63W,1.938786,0.07,0.07,2.97287
NOBLE ENERGY INC. BATTERY 415753751,SENW SEC11 T7N R64W,1.78326,0.07,0.07,2.617042
NOBLE ENERGY- 415779537 - RAY 32-44,SESE SEC 32 T7N R63W,1.73,0.01,0.01,0.0345
NOBLE ENERGY- BATTERY 415687743,NWNW SEC11 T6N R63W,3.073583,0.12,0.12,2.01305
NOBLE ENERGY; INC. -  11477500,NENW4 SEC31 T4N R68W,4.16221,0.05,0.05,0.15756
NOBLE ENERGY; INC. - 415771487,NWNW SEC13 T7N R64W,2.5669,0.1,0.1,4.944828
NOBLE ENERGY; INC. - BATT  118294,NW SW SEC 35 T6N R63W,1.978801,0.07,0.07,3.168922
NOBLE ENERGY; INC. - BATT  917398,SENE SEC11 T5N R63W,2.071209,0.07,0.07,5.804492
NOBLE ENERGY; INC. - ENG-11304800,SE SW SEC 36 T2N R69W,1.27,0.01,0.01,0.4
NOBLE ENERGY; INC. - ENG-11318100,SW NE SEC 23 T6N R65W,4.17,0.0101,0.0101,0.16
NOBLE ENERGY; INC. - ENG-11332500,NW SW SEC 20 T3S R62W,1.27,0.01,0.01,0.38
NOBLE ENERGY; INC. - ENG-11334800,SE NE SEC 15 T2S R62W,1.78,0.014,0.014,0.53
NOBLE ENERGY; INC. - ENG-11335400,SE NW SEC 20 T1N R69W,1.27,0.01,0.01,0.38
NOBLE ENERGY; INC. - ENG-11364500,SE SEC 16 T1N R67W,1.78,0.1,0.1,0.53
NOBLE ENERGY; INC. - ENG-11372600,C SW SEC 14 T1N R65W,1.78,0.1,0.1,0.53
NOBLE ENERGY; INC. - ENG-11386900,NE NE SEC 28 T6N R65W,8.34,0.2,0.2,0.32
NOBLE ENERGY; INC. - ENG-11523900,NE NW SEC 32 T1S R64W,1.78,0.1,0.1,0.53
NOBLE ENERGY; INC. - ENG-11525100,SW NE SEC 14 T2S R62,1.78,0.1,0.1,0.53
NOBLE ENERGY; INC. - ENG-11525800,NE NE SEC 8 T1S R64W,1.78,0.1,0.1,0.53
NOBLE ENERGY; INC. - ENG-11527200,SE SE SEC 28 T1N R64W,1.78,0.1,0.1,0.53
NOBLE ENERGY; INC. - ENG-11527300,SW NW SEC 34 T1N R64W,1.78,0.1,0.1,0.53
NOBLE ENERGY; INC. - ENG-11601400,NW NE SEC 31 T4N R63W,1.78,0.1,0.1,0.53
NOBLE ENERGY; INC. - ENG-11604800,SW NE SEC 23 T1S R65W,1.78,0.014,0.014,0.53
NOBLE ENERGY; INC. - ENG-81439800,SW SE SEC 25 T1S R65W,1.8,0.1,0.1,0.53
NOBLE ENERGY; INC. - ENG-91368500,SE SEC 16 T3N R64W,1.78,0.014,0.014,1.64537
NOBLE ENERGY; INC. - ENG-91439800,NW NW SEC 25 T1S R65W,1.78,0.1,0.1,0.53
NOBLE ENERGY; INC. - ENG-91637100,SW SW SEC 15 T5S R63W,1.27,0.01,0.01,0.38
NOBLE ENERGY; INC. BATTERY  117405,NWNE SEC15 T6N R63W,1.318879,0.05,0.05,3.854744
NOBLE ENERGY; INC.- BATT  415674391,NWSW SEC19 T6N R62W,1.78329,0.07,0.07,0.526882
NOBLE ENERGY; INC.- BATTERY  415674747,NESW SEC19 T7N R62W,4.17,0.05,0.05,0.16
NOBLE ENERGY; INC.- BATTERY  415674750,SWSW SEC17 T7N R62W,1.27,0.01,0.01,0.38
NORDSTROM; INCORPORATED,13249 E CALEY AVE,4.6912,0.1466,0.1466,0.13194
NORTH,Unknown,274.8277,7.62668,7.39788,18.64587
NORTH ARROW,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
NORTH COLORADO MEDICAL CENTER - MAIN,1801 16TH ST,19.216,1.93732,1.702131,1.034
NORTH FORK VALLEY,Unknown,0.1352525,0.2293623,0.1771677,0.296356
NORTH SUBURBAN MEDICAL CENTER,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
NORTHEAST KANSAS BIOENERGY; LLC,26900 RD 42,14.39,4.312981,3.985759,51.8398
NORTHERN CO CREMATORY DBA BEST FRIENDS,700 8TH ST,0.01,0.1,0.068421,0.15
NORTHERN COLORADO FEED,33134 US HWY 85,0.64,1.741622,0.162775,0.04
NORTHERN LIGHTS PET CREMATORY,487 COUNTY ROAD 18 S,0.580013,0.100125,0.085242,0.010001
NORTHFIELD,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
NORTHWEST PIPELINE CORP PLEASANT VIEW,NW NW SEC 10 T38N R17W,94.7282,1.142394,1.142394,0.508833
NORTHWEST PIPELINE CORP RANGELY STA,SEC 18 & 19 T1N R101W,382.05,2.67,2.67,11.6087
NORWOOD JUNCTION,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
OGLEBAY NORTON INDUSTRIAL SANDS,3250 DRENNAN INDUSTRIAL LOOP N,2.418,6.475627,3.749462,0.1248
OLDCASTLE DBA UNITED CO -GLEN'S PIT,28585 HIGHWAY 6 & 24,1.909353,31.302518,9.396221,7.3
OLDCASTLE SW GROUP DBA UNITED CO OF MESA,2273 RIVER RD,17.3,20.478707,4.358399,13.7
OLDCASTLE SW GROUP DBA UNITED CO OF MESA,27860 HIGHWAY 6,6.3888,3.22925,0.535975,4.7161
OLDCASTLE SW GROUP DBA UNITED CO OF MESA,63160 WEST LA SALLE RD,4.18676,2.895849,0.678714,2.79699
OLDCASTLE SW GROUP; DBA B&B EXCAVATING,NE SE SEC 30 T4S R86W,29.52,43.82526,14.096865,4.26963
OLDCASTLE SW GROUP; INC. DBA B&B EXCAVAT,14955 US 6,1.42442,7.947726,3.037565,0.828752
OLDCASTLE UNITED CO MESA - ASPHALT PLANT,437 Industrial Park Rd,2,0.0218,0.006488,1.2
OMEGA 1,Unknown,0.00302282,0.0110077,0.00759534,0.00699779
OMIMEX PETRO - FRENCHMAN CS,NENE SEC 25 T7N R45W,12.2,0.21625,0.21625,1.89999
OMIMEX PETRO - WOLF MOUNTAIN,SW NE SEC15 T7N R87W,5.59337,1.37,1.13681,30.6278
OMIMEX PETRO -FERGUSON STN,SEC 21 T5N R44W,32.6,0.928,0.928,19.2306
Oracle America,500 ELDORADO BLVD,85.3,6.1,6.1,5.02285
ORACLE AMERICA; INC.,12320 ORACLE BLVD,2.2512,0.04221,0.04221,0.05628
ORDWAY FEEDYARD (WAS FOXLEY CATTLE),19424 STATE HIGHWAY 96,1.05,64.36665,29.549218,0.05565
OREG 4; INC. - RECOVERY ENERGY PROJECT,37500 COUNTY ROAD 78,0.18,0.01,0.01,0.03
OTERO COUNTY- MENDENHALL GRAVEL PIT,16602 COUNTY ROAD EE,2.3175,30.306116,3.048578,0.165
OVERLAND PASS - OPPL/DJ JUNCTION &DJ PUM,SESW SEC 7 T9N R61W,0.1,1,1,9.2
OVERLOOK ATHLETIC CLUB,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
OWEN A. GRANT DBA GRANT MORTUARY,621 YAMPA AVE,0.01,0.1,0.085135,0.15
OWENS CORNING DENVER ROOFING PLANT,5201 FOX ST,3.111,9.076,8.957365,21.751145
OWENS-BROCKWAY GLASS CONTAINER INC.,11133 COUNTY ROAD 64 3/4,231.86622,126.413429,98.66476,74.243813
OWL CANYON,Unknown,0.00832098,0.0303012,0.0209078,0.0192629
OWL RIDGE,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
OXBOW MINING - SANDBORN & ELK CREEK MINE,3737 HIGHWAY 133,1.38,66.847263,18.7604111,0.5
OXY USA - ALKALI CREEK C.S.,SE SE S15 T8S R92W,71.56059,0.04,0.04,64.12655
OXY USA - BRUSH CREEK COMPRESSOR STATION,NE NE SEC 14 T9S R94W,86.20304,0.443,0.443,61.31421
OXY USA - CASCADE CREEK CENTRAL FACILITY,S SW SEC 29 T6S R97W,17.64,0.63,0.63,29.7493
OXY USA - SHEEP MTN CO2 FACILITY,"SHEEP MOUNTAIN, GARDNER",3.84,0.14,0.133824,0.16
OXY USA - YT 17-7 (YT 17-7 SWD FACILITY),SWNE SEC 17 T10S R94W,3.7,0.12,0.12,3.915
OXY USA - ZIEGAL 7-1 SWD FAC,SE NE S7 T10S R94W,28.3,0.12,0.12,0.18
OXY USA INC - East Plateau CS,SW SEC 8 T10S R94W,77.6656,1.772,1.772,32.41518
OXY USA INC. - MCCLAVE CS,SEC 32 T20S R48W,25.9,0.371965,0.371965,16.22002
OXY USA WTP LP - CASCADE CREEK POND 10,SESW SEC 5 T7S R97W,8.21,0.15,0.15,2.63
OXY USA WTP LP - CONN CREEK GAS,SWSW SEC 32 T6S R97W,132.8,0.01,0.01,35.28
OXY USA; INC. - WAGON TRAIL,SEC 8 T23S R48W,22.4,0.14,0.14,17.2661
PACKAGING CORPORATION OF AMERICA,5501 BRIGHTON BLVD,5.402,4.551104,2.137574,39.655135
PARK COUNTY SCHOOL DISTRICT - FAIRPLAY,640 HATHAWAY ST,5.32,0.32,0.32,0.18
PARKER ADVENTIST HOSPITAL,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
PARKER FUNERAL HOME & CREMATORY,10325 S PARK GLENN WAY,0.1602,0.21015,0.178912,0.013455
PARKLAND,Unknown,0.0104338,0.0379951,0.0262166,0.0241541
PARKVIEW EPISCOPAL MEDICAL CTR,400 W 16TH ST,20.3,2.3,2.3,1.7
PARKVIEW MEDICAL CENTER,400 W 17TH ST,0.97596,0.02714,0.02714,0.10688
PARKVIEW MEDICAL CENTER,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
PARKVIEW MEDICAL CENTER WEST,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
PATARA MIDSTREAM - ANDY'S MESA,SW NE SEC 28 T44N R16W,117.4602,1.96315,1.96315,68.20183
PATARA MIDSTREAM - HAMILTON CREEK CS,SWNE SEC 36 T45N R15W,50.863333,0.4255,0.415487,24.20594
PATARA OIL & GAS - DOUBLE EAGLE PLANT,NW SEC 28 T44N R16W,57.03477,0.0805,0.0805,10.350172
PATARA OIL & GAS - FOSSIL FEDERAL 4-19,NW NE SEC 19 T44N R16W,25.3,0.09045,0.09045,14.7
PATARA OIL & GAS - FOSSIL FEDERAL 5-19,NW NW SEC 19 T44N R16W,25.4618,0.3766,0.3766,12.13368
PATARA OIL & GAS - FOSSIL FEDERAL 8,SE SW SEC 13 T44N R17W,10.88985,0.11,0.11,23.64
PAUL MORGAN EXCAVATING- MORGAN PIT,581 COUNTY RD 420,0.09075,3.83617,1.131073,0.00075
PAVESTONE; LLC,9401 E 96TH AVE,0.2184,6.511812,1.930329,0.004368
PDC - Booth 11; 12; 21; 22-31 U & 31A U,NWNW 31 T4N R63W,1.891116,0.01,0.01,1.30744
PDC - Booth 11; 21-35U,NWNW 35 T4N R64W,1.956025,0.01,0.01,2.65061
PDC - Brown 13; 14; 23; 24-2,NWSW 2 T6N R63W,2.939792,0.02,0.02,0.747725
PDC - Carmichael 33; 43-26,NWSE 26 T7N R63W,2.543115,0.0142,0.0142,1.338826
PDC - Cecil 31; 41; 42-26,NWNE 26 T7N R64W,1.140647,0.02,0.02,1.54874
PDC - Dalton 14; 24-24,SWSW 24 T7N R66W,0.963663,0.02,0.02,0.750475
PDC - Dyer 41; 42-34,NWNE 34 T7N R64W,2.766709,0.0142,0.0142,4.360356
PDC - Groves 33; 34; 43; 44-34,NWSE 34 T7N R65W,3.100651,0.02,0.02,0.9187
PDC - Guttersen 31; 32-6,C-SW 6 T2N R63W,2.571932,0.0142,0.0142,1.728246
PDC - Guttersen 33; 34; 43; 44-8 & 8D,C-SE 8 T3N R63W,2.534118,0.0142,0.0142,0.378556
PDC - Richter 33; 34; 43; 44-27,NWSE 27 T7N R64W,2.506745,0.0142,0.0142,0.847336
PDC - Shultz 11-31D; 24-30D/ McCarty .,NENE 28 T4N R67W,1.833355,0.01,0.01,1.38427
PDC - Shultz 13; 22; 23-30; 30-32/ Ny.,NWSW 30 T4N R67W,1.75988,0.01,0.01,1.36875
PDC - Wells Ranch 13; 14; 23; 24-15,SEC 15 T6N R63W,2.986426,0.02,0.02,1.37792
PDC - Zahourek 11; 12; 21; 22-31,NWNW 31 T7N R63W,2.497471,0.02,0.02,0.871503
PDC - Zahourek 31; 32; 41; 42-31,NWNE 31 T7N R63W,3.02979,0.0142,0.0142,9.318566
PDC Kohlhoff 33; 34; 43; 44-2,NWSE 2 T6N R63W,2.46082,0.0142,0.0142,0.226726
PDC Tracy 31; 32; 41; 42-23,NENE 23 T7N R66W,1.021957,0.02,0.02,0.499055
PDC Wilson 11; 12; 21; 22-30,NWNW S30 T7N R63W,3.001197,0.02,0.02,0.94185
PEAKVIEW,Unknown,0.00371118,0.0135144,0.00932493,0.00859131
PEARL STREET BUILDING MONARCH SOCIETY,1534 PEARL ST,0.045,0.01332,0.01134,0.045
PENNYLANE PET CREMATION SERVICES,4998 COUNTY ROAD 34,0.6675,1.03312,0.879552,0.05625
PENROSE - ST FRANCIS MEDICAL CENTER,6001 E WOODMEN RD,4.988063,0.292772,0.252872,0.218261
PENROSE COMMUNITY HOSPITAL,3205 N ACADEMY BLVD,12.86,0.64738,0.5549819,0.29299
PENROSE HOSP,2222 N NEVADA AVE,10.2375,0.7,0.602,0.35
PENROSE HOSPITAL,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
PEPSI COLA WEST,3801 BRIGHTON BLVD,42.0896,3.191149,3.191149,3.667821
PERRY PARK,Unknown,0.00450645,0.0164104,0.0113232,0.0104324
Perry Stokes,Unknown,0.47594914,0.8987774,0.7728709,1.49246894
PERSOLITE PRODUCTS INC PERSOLITE PLT,215 S ROBINSON AVE,3.26,0.109453,0.092817,0.0252
PET CREMATION SERVICES; INC.,12000 W 52ND AVE,1.410237,1.611718,1.413351,0.551197
PETE LIEN & SONS - OWL CANYON,"E/2 W/2 SEC. 36, T10N, R70W",18.28196,63.671526,19.460349,2.525609
PETE LIEN & SONS INC,3375 DRENNAN INDUSTRIAL LOOP S,1.1375,1.589781,0.641936,0.17875
PETERSON AFB 21CES CEV,580 GOODFELLOW ST,9.739473,0.5791,0.2369525,25.600649
PETROLEUM DEV - BROWN 11-2,NW NW SEC 2 T6N R63W,2.46082,0.0142,0.0142,1.94684
PETROLEUM DEV - CLARK 21; 22-27,SE NW SEC 27 T7N R65W,0.92,0.02,0.02,0.95982
PETROLEUM DEV - COZZENS 12; 13; 22; 23,SENW SEC 9 T6N R65W,1.36,0.01,0.01,30.6075
PETROLEUM DEV - COZZENS 32; 42-8D; 41-8,NENE SEC 8 T6N R65W,3.74672,0.01,0.01,25.412574
PETROLEUM DEV - SATER 13; 14; 23; 24-19U,SW SW SEC 19 T4N R63W,1.34074,0.01,0.01,1.322463
PETROLEUM DEV B&B 10-12 10-14,NWSW SEC 10 T5N R67W,1.35,0.01,0.01,4.6878
PETROLEUM DEV B&B 10-23,NESW SEC 10 T5N R67W,1.35,0.01,0.01,3.01273
PETROLEUM DEV Clark 11-27; 12-27,NWNW SEC 27 T7N R65W,0.960755,0.02,0.02,0.57074
PETROLEUM DEV CORP - EDWARDS 11D-15U; 12,SEC 15 T5N R67W,1.75988,0.01,0.01,3.589582
PETROLEUM DEV CORP. Guttersen 33 43-32,CSE SEC 32 T3N R63W,2.536796,0.0142,0.0142,1.253436
PETROLEUM DEV HAZEN 23-28,NW SW SEC 28 T7N R65W,2.95,0.02,0.02,0.25
PETROLEUM DEV TOLMACHOFF 41-33/HALL42-33,NE SEC 33 T7N R66W,1.049608,0.02,0.02,1.91189
PETROLEUM DEV- WHOMBLE 43-32 ENGINE,NESE SEC 32 T2S R43W,1.6,0.02205,0.02205,0.1
PETROLEUM DEV-GUTTERSEN 31; 32; 42-8 & 8,C NE SEC 8 T3N R63W,2.46082,0.0142,0.0142,3.406626
PETROLEUM DEVELOPMENT - GARDEN GULCH,NESW SEC 8 T6S R96W,26.197632,1.48665,1.48665,42.03259
PETROLEUM DEVELOPMENT - ROAN PLATEAU,NWNE SEC 36 T6S R97W 6th PM,15.3,0.287,0.287,3.6
PETROLEUM DEVELOPMENT CORP.-STARKEY,SENE SEC 31 T6S R96W,3.18284,0.064334,0.053384,14.07883
PETROLEUM DEVELOPMENT- WILSON 13-30,NW SW S30 T7N R63W,2.95,0.2,0.2,1.62308
PETROLEUM DVP CORP - NEWTON CS,SWNW SEC 6 T1N R45W,7.72,0.14775,0.14775,1.66
PETROLEUM DVP CORP. - VERNON C S,SW NW SEC 5 T2S R44W,14.1,0.261049,0.261049,8.85
PEYTON,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
PFISTER RANCH,Unknown,0.005949515,0.00609503,0.00532424,0.01278192
